0	162.6
55	162.6
94	162.6
114	167.0
137	168.2
145	169.2
156	170.4
167	171.4
193	172.4
231	173.4
270	174.2
272	174.6
296	173.4
300	172.4
311	171.2
325	170.2
342	169.2
355	168.0
364	167.0
404	166.4
444	166.8
544	166.2
585	166.0
625	166.4
663	171.4
677	172.4
685	173.6
695	174.6
703	175.6
715	176.6
724	177.6
734	178.8
743	179.8
752	180.8
765	179.8
773	178.8
812	178.0
816	178.0
855	178.0
899	178.0
907	181.8
929	183.0
940	184.0
951	185.0
987	184.0
993	182.8
1004	181.8
1011	180.8
1018	179.6
1027	178.6
1067	178.4
1108	178.0
1111	177.4
1124	176.4
1134	175.2
1174	175.0
1214	175.2
1245	176.2
1287	177.2
1298	178.4
1306	179.4
1314	180.4
1322	181.4
1332	182.6
1342	183.6
1353	184.8
1359	185.8
1366	186.8
1375	187.8
1384	188.8
1423	189.8
1434	191.0
1451	192.0
1468	193.0
1501	194.2
1513	195.2
1536	196.2
1554	197.2
1564	198.2
1572	199.4
1583	200.6
1602	201.6
1620	202.6
1645	203.6
1661	204.6
1690	203.6
1728	203.8
1761	212.0
1770	213.2
1782	214.2
1788	215.2
1794	216.4
1799	217.4
1804	218.4
1810	219.6
1818	220.6
1824	221.6
1830	222.8
1836	223.8
1842	225.0
1848	226.0
1854	227.2
1859	228.2
1865	229.2
1871	230.2
1876	231.4
1884	232.4
1892	233.4
1911	234.4
1932	235.6
1949	236.6
1978	237.6
2019	238.2
2035	238.6
2051	239.6
2090	238.6
2127	240.2
2169	240.2
2211	240.2
2249	233.0
2259	234.2
2265	235.2
2272	236.2
2280	237.4
2287	238.4
2311	239.4
2321	240.6
2330	241.6
2361	240.6
2371	239.2
2438	239.2
2477	239.2
2493	231.8
2497	232.8
2532	234.0
2543	235.0
2554	236.0
2563	237.0
2569	238.2
2576	239.2
2581	240.4
2589	241.4
2598	242.4
2603	243.6
2610	244.6
2618	245.8
2625	246.8
2631	247.8
2643	248.8
2649	250.0
2654	251.0
2658	252.0
2664	253.0
2691	254.0
3070	253.6
3100	253.6
3103	264.0
3117	265.2
3124	266.2
3130	267.6
3136	268.6
3143	269.8
3148	270.8
3155	272.0
3161	273.2
3168	274.2
3175	275.4
3182	276.4
3188	277.4
3196	278.6
3205	279.6
3213	280.6
3220	281.8
3226	282.8
3233	284.0
3240	285.2
3246	286.2
3254	287.2
3259	288.4
3265	289.4
3271	290.6
3280	291.6
3286	292.8
3292	294.0
3299	295.0
3305	296.2
3311	297.2
3317	298.4
3323	299.4
3327	300.6
3334	301.8
3341	303.0
3347	304.2
3354	305.2
3367	306.4
3372	307.4
3383	308.4
3394	309.4
3401	310.6
3406	311.6
3413	312.6
3422	313.8
3428	314.8
3436	316.0
3442	317.0
3448	318.2
3455	319.2
3464	320.2
3470	321.4
3476	322.6
3483	323.6
3491	324.6
3499	325.8
3506	326.8
3514	328.0
3520	329.2
3527	330.2
3532	331.4
3538	332.4
3544	333.4
3550	334.4
3556	335.4
3567	336.6
3573	337.6
3578	338.8
3587	339.8
3594	341.0
3600	342.0
3605	343.2
3610	344.4
3615	345.4
3619	346.6
3624	347.8
3633	348.8
3638	350.2
3642	351.2
3647	352.4
3658	353.4
3912	353.4
4000	353.4
4037	353.4
4068	353.4
4079	358.4
4091	357.2
4124	358.4
4134	359.4
4146	360.6
4151	361.6
4164	362.8
4176	364.0
4184	365.0
4193	366.2
4199	367.4
4203	368.8
4210	369.8
4215	371.0
4221	372.0
4228	373.4
4231	374.4
4236	375.6
4243	376.6
4248	377.8
4254	378.8
4260	379.8
4267	381.0
4272	382.0
4278	383.2
4282	384.2
4288	385.4
4295	386.6
4305	387.6
4319	388.6
4344	387.6
4352	386.6
4393	387.0
4399	387.6
4411	388.6
4419	389.6
4429	390.6
4435	391.8
4442	392.8
4448	393.8
4454	395.0
4460	396.2
4468	397.2
4476	398.2
4488	399.4
4509	400.4
4518	401.4
4531	402.4
4539	403.6
4546	404.8
4553	405.8
4558	407.0
4565	408.0
4571	409.2
4578	410.4
4582	411.4
4592	412.6
4599	413.6
4608	414.8
4617	415.8
4655	416.8
4694	418.0
4715	419.0
4726	420.0
4737	421.2
4866	421.4
4872	425.4
4882	426.4
4890	427.4
4897	428.6
4906	429.8
4914	430.8
4921	432.0
4929	433.0
4937	434.2
4944	435.2
4950	436.2
4955	437.2
4963	438.4
4972	439.4
4981	440.6
4987	441.6
4999	442.6
5011	443.6
